collection_no	source_database	collection.authorizer	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	type_specimen	collection.reference_no	country	state	period	epoch	stage	ma_max	ma_min	formation
64144	ETE	"M. Carrano"	"n. gen."	Tarbosaurus	"n. sp."	bataar	"n. gen."	Shanshanosaurus	"n. sp."	huoyanshanensis	"IVPP V4878"	9258	China	Xinjiang	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Subashi
66908	ETE	"M. Carrano"	?	Albertosaurus		sp.						19041	"United States"	Colorado	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
68045	ETE	"M. Carrano"		Daspletosaurus		sp.						19504	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
69210	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	19952	"United States"	Texas	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Javelina
69624	ETE	"M. Carrano"	?	Tyrannosaurus		sp.		Tyrannosauridae		indet.		46207	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
69801	ETE	"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	14285	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
73437	ETE	"M. Carrano"		Tarbosaurus	"n. sp."	bataar		Gorgosaurus	"n. sp."	lancinator	"PIN 553-1"	34612	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
74175	ETE	"M. Carrano"		Gorgosaurus		sp.						54013	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
74175	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	54013	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
75030	Fossilworks	"J. Alroy"		Albertosaurus		sp.						25308	Canada	Saskatchewan	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Judith River"
75284	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	2236	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
75286	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	2236	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Ferris
75432	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	2236	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.2	70.0	Ferris
75446	ETE	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	2236	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.6	70.4	Ferris
76062	ETE	"M. Carrano"		Daspletosaurus		sp.						25756	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
84301	ETE	"M. Carrano"	"n. gen."	Lythronax	"n. sp."	argestes					"UMNH VP 20200"	28247	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wahweap
88990	ETE	"M. Carrano"		Tyrannosaurus		sp.						29831	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
91376	ETE	"M. Carrano"	cf.	Albertosaurus		sp.						30751	Mexico	Sonora	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Corral de Enmedio"
91377	ETE	"M. Carrano"	cf.	Albertosaurus		sp.						30751	Mexico	Sonora	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Corral de Enmedio"
91909	ETE	"M. Carrano"	"n. gen."	Alioramus	"n. sp."	remotus					"PIN 3141/1"	19316	Mongolia	Bayankhongor	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Beds of Nogon Tsav"
91909	ETE	"M. Carrano"		Tarbosaurus		sp.						19316	Mongolia	Bayankhongor	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Beds of Nogon Tsav"
94370	ETE	"M. Carrano"		Albertosaurus		sp.						4218	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
96815	ETE	"M. Carrano"	"n. gen."	Zhuchengtyrannus	"n. sp."	magnus					"Zhucheng Dinosaur Museum (ZCDM) V0031"	32999	China	Shandong	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Xingezhuang
97297	ETE	"M. Carrano"	"n. gen."	Yezosaurus	"n. sp."	mikasaensis						33186	Japan	Hokkaido	Cretaceous	"Late/Upper Cretaceous"	Santonian	85.800	84.900	
100266	ETE	"M. Carrano"		Tarbosaurus		sp.		Theropoda		indet.		42293	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
100268	ETE	"M. Carrano"		Tarbosaurus		sp.						55060	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
106277	PaleoDB	"M. Carrano"		Gorgosaurus		sp.		Aublysodon		sp.		35424	"United States"	"North Carolina"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	
113009	ETE	"M. Carrano"		Alioramus	"n. sp."	altai						36719	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
126797	PaleoDB	"M. Carrano"		Tarbosaurus		sp.						29188	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127670	ETE	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127671	ETE	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
127674	PaleoDB	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127679	ETE	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
127681	PaleoDB	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
127682	ETE	"R. Benson"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
137722	PaleoDB	"R. Benson"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	42536	"United States"	"North Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
137728	PaleoDB	"R. Benson"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	42536	"United States"	"North Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
137833	PaleoDB	"R. Benson"	"n. gen."	Teratophoneus	"n. sp."	curriei					"BYU 8120/9396, 8120/9397, 826/9402, 9398, 13719"	35113	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kaiparowits
142325	PaleoDB	"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	46207	"United States"	Wyoming	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
142753	PaleoDB	"M. Carrano"	?	Tyrannosaurus		sp.						46330	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
147070	PaleoDB	"P. Mannion"	"n. gen."	Alioramus	"n. sp."	sinensis	"n. gen."	Qianzhousaurus	"n. sp."	sinensis	"GM F10004-1"	47488	China	Jiangxi	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nanxiong
152248		"M. Uhen"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	48939	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
152268		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
152270		"M. Carrano"	cf.	Albertosaurus		sp.						48570	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
155214		"P. Mannion"		Tyrannosaurus		sp.						50612	Mexico	Sonora	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Lomas Coloradas"
155992		"G. Lloyd"		Teratophoneus		curriei					"BYU 8120/9396, 8120/9397, 826/9402, 9398, 13719"	51074	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	76.46	75.51	Kaiparowits
157187		"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	51520	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
157188		"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	17477	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Willow Creek"
157189		"M. Carrano"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	51520	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
162145		"M. Carrano"		Daspletosaurus	informal	"n. sp."						52782	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
162855		"M. Carrano"		Tyrannosaurus		sp.						53020	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
165580		"M. Carrano"		Tarbosaurus	"n. sp."	bataar		Gorgosaurus	"n. sp."	novojilovi	"PIN 552-2"	34612	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
167468		"M. Carrano"	cf.	Gorgosaurus		sp.						54639	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Sedan
167660		"M. Carrano"		Daspletosaurus		sp.		Gorgosaurus		sp.		63705	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
168809		"M. Carrano"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
168810		"M. Carrano"		Tarbosaurus		sp.						42289	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
179625		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	59136	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Nemegt
180680		"M. Carrano"		Tarbosaurus		bataar		Tarbosaurus		sp.	"PIN 551-1"	9900	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180681		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	9900	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180682		"M. Carrano"		Tarbosaurus		bataar		Tarbosaurus		sp.	"PIN 551-1"	9900	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180684		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180699		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180700		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180710		"M. Carrano"		Tarbosaurus		bataar					"PIN 551-1"	10453	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180812		"M. Carrano"		Tarbosaurus		bataar		Tarbosaurus		sp.	"PIN 551-1"	9900	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
180813		"M. Carrano"		Tarbosaurus		bataar		Tarbosaurus		sp.	"PIN 551-1"	9900	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
183109		"P. Holroyd"		Tyrannosaurus		rex					"NMC 9380 =AMNH 973"	61095	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
184945		"M. Carrano"		Daspletosaurus		horneri					"MOR 590"	62031	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Two Medicine"
189003		"P. Mannion"		Tyrannosaurus		sp.						63480	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
192251		"P. Holroyd"	cf.	Tyrannosaurus		sp.						66164	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
204724		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
206395		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
206396		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
206397		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
206399		"M. Carrano"		Albertosaurus		sarcophagus					"NMC 5600"	70928	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
